timestamp,TP2,TP3,H1,DV_pressure,Reservoirs,Oil_temperature,Motor_current,COMP,DV_eletric,Towers,MPG,LPS,Pressure_switch,Oil_level,Caudal_impulses,airleak_failure
2020-02-01 00:15:00,-0.0137,8.456,8.4417,-0.023,8.455,51.3375,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:16:00,-0.014,8.4033,8.389,-0.0233,8.4033,51.15,0.0387,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:17:00,-0.014,8.3517,8.3383,-0.0237,8.353,50.9542,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:18:00,-0.0137,8.3013,8.2873,-0.023,8.3023,50.7625,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:19:00,-0.014,8.2469,8.2343,-0.0226,8.2477,50.5036,0.0393,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:20:00,-0.014,8.1943,8.1813,-0.0233,8.1937,50.2833,0.0404,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:21:00,-0.014,8.145,8.133,-0.0233,8.146,50.0708,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:22:00,-0.0143,8.0973,8.0857,-0.023,8.098,49.8708,0.0404,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:23:00,7.4687,8.5117,1.2827,-0.0233,8.5097,49.7125,5.7408,0.0,1.0,0.3333,0.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:24:00,8.343,9.773,1.6713,-0.023,9.7693,49.8542,5.8142,0.1667,0.8333,0.8333,0.1667,0.0,1.0,1.0,1.0,0
2020-02-01 00:25:00,-0.02,9.9783,9.9703,-0.0223,9.977,51.975,3.8817,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:26:00,-0.0133,9.8607,9.847,-0.0227,9.8607,53.6542,3.8658,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:27:00,-0.012,9.781,9.766,-0.0223,9.781,53.2417,3.8762,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:28:00,-0.012,9.7113,9.6953,-0.0233,9.7117,52.7583,3.8446,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:29:00,-0.0117,9.6457,9.6297,-0.023,9.646,52.7292,3.8129,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:30:00,-0.012,9.5827,9.5663,-0.0223,9.5843,52.7375,3.8571,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:31:00,-0.0117,9.5213,9.5063,-0.0233,9.5223,52.9333,3.2142,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:32:00,-0.0123,9.4597,9.444,-0.0227,9.4617,53.3625,0.0421,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:33:00,-0.0123,9.3973,9.382,-0.0223,9.399,53.4458,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:34:00,-0.013,9.3353,9.3197,-0.0223,9.336,53.3208,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:35:00,-0.0133,9.2737,9.2573,-0.0227,9.2743,53.2708,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:36:00,-0.0127,9.212,9.1963,-0.0223,9.2123,53.2125,0.0404,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:37:00,-0.0137,9.1454,9.1294,-0.0229,9.146,53.1179,0.0389,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:38:00,-0.0137,9.0793,9.0633,-0.0233,9.0797,53.0208,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:39:00,-0.0133,9.019,9.0037,-0.0223,9.0193,52.8917,0.0404,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:40:00,-0.0137,8.959,8.944,-0.023,8.961,52.7917,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:41:00,-0.0133,8.9013,8.8857,-0.0233,8.9017,52.5875,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:42:00,-0.014,8.842,8.8277,-0.0237,8.844,52.45,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:43:00,-0.014,8.785,8.7697,-0.022,8.786,52.2542,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:44:00,-0.0137,8.7287,8.7137,-0.023,8.7293,52.1,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:45:00,-0.014,8.672,8.6583,-0.0233,8.673,51.95,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:46:00,-0.0137,8.6183,8.603,-0.023,8.619,51.75,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:47:00,-0.0137,8.5637,8.5497,-0.023,8.564,51.5875,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:48:00,-0.0147,8.5103,8.4967,-0.024,8.5107,51.4042,0.0408,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:49:00,-0.0137,8.458,8.4437,-0.0233,8.459,51.2083,0.0392,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:50:00,-0.014,8.4063,8.392,-0.0227,8.4063,51.0292,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:51:00,-0.0147,8.3543,8.34,-0.023,8.355,50.7792,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:52:00,-0.0143,8.304,8.29,-0.023,8.305,50.575,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:53:00,-0.014,8.254,8.24,-0.023,8.255,50.375,0.0392,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:54:00,-0.0147,8.2053,8.1913,-0.0233,8.206,50.2125,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:55:00,-0.014,8.157,8.1437,-0.023,8.158,49.9875,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:56:00,-0.0143,8.1037,8.0917,-0.0229,8.1046,49.8071,0.0389,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 00:57:00,7.07,8.4723,1.3247,-0.0233,8.47,49.5958,4.9308,0.1667,0.8333,0.1667,0.1667,0.0,1.0,1.0,1.0,0
2020-02-01 00:58:00,8.3493,9.713,1.6663,-0.0227,9.7107,49.7083,5.7963,0.1667,0.8333,1.0,0.1667,0.0,1.0,1.0,1.0,0
2020-02-01 00:59:00,-0.0203,9.9447,9.937,-0.0227,9.944,51.7833,3.8667,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:00:00,-0.014,9.827,9.8147,-0.0227,9.827,53.3958,3.8304,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:01:00,-0.0133,9.7467,9.7317,-0.0227,9.7473,52.9958,3.8358,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:02:00,-0.0123,9.677,9.6623,-0.023,9.678,52.5125,3.8221,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:03:00,-0.012,9.6127,9.597,-0.022,9.613,52.3958,3.8542,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:04:00,-0.0123,9.5513,9.5343,-0.0227,9.5513,52.4958,3.8317,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:05:00,-0.012,9.491,9.4743,-0.023,9.4913,52.5583,2.5696,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:06:00,-0.0123,9.4283,9.4123,-0.023,9.429,53.0458,0.0417,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:07:00,-0.0123,9.3653,9.3507,-0.024,9.367,53.1167,0.0404,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:08:00,-0.0123,9.304,9.288,-0.023,9.3053,53.0208,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:09:00,-0.0123,9.2427,9.227,-0.0227,9.2433,52.9625,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:10:00,-0.0133,9.1803,9.165,-0.023,9.1817,52.7625,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:11:00,-0.013,9.1193,9.1037,-0.0227,9.1207,52.7333,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:12:00,-0.0133,9.0593,9.043,-0.0227,9.0593,52.65,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:13:00,-0.0137,8.9987,8.9827,-0.0223,8.9983,52.5833,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:14:00,-0.0137,8.9387,8.9233,-0.0227,8.9403,52.425,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:15:00,-0.0134,8.8754,8.8597,-0.0229,8.8766,52.2571,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:16:00,-0.0137,8.8137,8.798,-0.0237,8.8137,52.0875,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:17:00,-0.0137,8.7557,8.7413,-0.023,8.756,51.9375,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:18:00,-0.014,8.6983,8.684,-0.0223,8.6987,51.7583,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:19:00,-0.014,8.6427,8.629,-0.0227,8.6437,51.6333,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:20:00,-0.014,8.588,8.575,-0.0227,8.5877,51.425,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:21:00,-0.0143,8.534,8.5197,-0.0227,8.535,51.1792,0.0392,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:22:00,-0.014,8.4803,8.4663,-0.0233,8.4807,51.05,0.0392,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:23:00,-0.0147,8.4273,8.4133,-0.0233,8.4273,50.9083,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:24:00,-0.0137,8.376,8.3613,-0.0237,8.3757,50.65,0.0404,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:25:00,-0.014,8.3243,8.31,-0.024,8.3243,50.4958,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:26:00,-0.014,8.274,8.26,-0.0233,8.274,50.2875,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:27:00,-0.0147,8.2233,8.2107,-0.0237,8.2243,50.075,0.0392,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:28:00,-0.0143,8.1747,8.162,-0.0233,8.176,49.8583,0.0388,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:29:00,-0.0143,8.1243,8.1137,-0.0233,8.126,49.65,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:30:00,2.5313,8.0973,5.3737,-0.0233,8.098,49.475,1.9546,0.6667,0.3333,0.8333,0.6667,0.0,1.0,1.0,1.0,0
2020-02-01 01:31:00,9.4137,9.075,-0.0173,-0.0233,9.0707,49.325,6.0712,0.0,1.0,0.1667,0.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:32:00,3.406,9.982,6.6773,-0.0227,9.9797,50.2542,4.6954,0.6667,0.3333,1.0,0.6667,0.0,1.0,1.0,1.0,0
2020-02-01 01:33:00,-0.0154,9.8829,9.8709,-0.0226,9.8817,52.8107,3.9632,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:34:00,-0.0127,9.783,9.768,-0.023,9.7833,53.1417,3.885,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:35:00,-0.0123,9.7107,9.6957,-0.0227,9.7113,52.5333,3.8704,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:36:00,-0.0127,9.6443,9.6293,-0.0237,9.644,52.4125,3.9088,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:37:00,-0.0117,9.5813,9.567,-0.0237,9.5823,52.4792,3.9383,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:38:00,-0.0127,9.5207,9.5057,-0.024,9.5213,52.5292,3.9363,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:39:00,-0.012,9.459,9.444,-0.0237,9.4607,52.8625,0.6887,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:40:00,-0.0123,9.3963,9.3813,-0.023,9.3983,53.1,0.0412,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:41:00,-0.012,9.3343,9.3187,-0.023,9.336,53.0458,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:42:00,-0.013,9.2723,9.2563,-0.0223,9.2733,52.9917,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:43:00,-0.0133,9.21,9.194,-0.0233,9.2113,52.8625,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:44:00,-0.013,9.1483,9.1317,-0.0237,9.149,52.7875,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:45:00,-0.013,9.086,9.0703,-0.0233,9.0873,52.7458,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:46:00,-0.0137,9.026,9.0093,-0.023,9.0263,52.6667,0.0392,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:47:00,-0.0133,8.9657,8.9503,-0.0227,8.966,52.5292,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:48:00,-0.0137,8.906,8.8903,-0.0227,8.907,52.4125,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:49:00,-0.0133,8.8473,8.8313,-0.023,8.847,52.2583,0.0379,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:50:00,-0.0137,8.789,8.7737,-0.0227,8.7873,52.1042,0.0388,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:51:00,-0.0137,8.7251,8.7109,-0.0234,8.7254,51.9,0.0379,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:52:00,-0.014,8.663,8.65,-0.023,8.6643,51.7042,0.0379,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:53:00,-0.0137,8.608,8.5937,-0.0223,8.609,51.5375,0.0379,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:54:00,-0.0143,8.5507,8.5373,-0.023,8.5513,51.3125,0.0379,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:55:00,-0.0137,8.463,8.4493,-0.0223,8.4633,51.1625,0.0371,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:56:00,-0.014,8.3987,8.385,-0.023,8.3993,50.9542,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:57:00,-0.0143,8.3633,8.3503,-0.0233,8.3637,50.7542,0.0392,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:58:00,-0.0147,8.3253,8.3123,-0.0233,8.326,50.5583,0.0392,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 01:59:00,-0.014,8.2863,8.273,-0.023,8.2877,50.4208,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:00:00,-0.0147,8.2433,8.2297,-0.023,8.243,50.1625,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:01:00,-0.0143,8.1983,8.185,-0.0237,8.1977,49.9792,0.0392,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:02:00,-0.014,8.152,8.1393,-0.024,8.1533,49.7792,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:03:00,-0.014,8.107,8.0943,-0.024,8.1067,49.5792,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:04:00,5.537,8.2933,2.672,-0.023,8.2927,49.4125,3.9325,0.3333,0.6667,0.8333,0.3333,0.0,1.0,1.0,1.0,0
2020-02-01 02:05:00,9.628,9.5203,-0.0147,-0.023,9.516,49.4542,6.1475,0.0,1.0,0.3333,0.0,0.0,0.8333,1.0,1.0,0
2020-02-01 02:06:00,-0.02,9.9967,9.9917,-0.022,9.9953,51.1417,4.0558,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:07:00,-0.0143,9.855,9.842,-0.0233,9.854,53.3083,4.0067,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:08:00,-0.013,9.7673,9.7523,-0.023,9.766,53.1458,4.0042,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:09:00,-0.0123,9.694,9.6787,-0.0237,9.6933,52.65,3.9612,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:10:00,-0.0117,9.6223,9.6069,-0.0234,9.622,52.3714,3.9493,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:11:00,-0.012,9.554,9.5383,-0.024,9.5547,52.4542,3.9633,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:12:00,-0.012,9.4943,9.479,-0.0233,9.495,52.5958,3.2829,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:13:00,-0.0127,9.432,9.4163,-0.0237,9.433,53.0042,0.0417,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:14:00,-0.0127,9.37,9.3547,-0.023,9.3703,53.0667,0.0412,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:15:00,-0.013,9.3077,9.2927,-0.023,9.309,52.9625,0.0404,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:16:00,-0.0127,9.2467,9.2313,-0.0237,9.2487,52.85,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:17:00,-0.0133,9.186,9.1707,-0.0237,9.186,52.7792,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:18:00,-0.0137,9.123,9.108,-0.023,9.1247,52.6833,0.0392,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:19:00,-0.0133,9.063,9.0473,-0.0237,9.0637,52.6667,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:20:00,-0.014,9.003,8.988,-0.0237,9.003,52.5917,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:21:00,-0.0137,8.944,8.9293,-0.0237,8.9447,52.4542,0.0392,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:22:00,-0.0137,8.886,8.871,-0.024,8.8857,52.275,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:23:00,-0.014,8.828,8.813,-0.0237,8.829,52.125,0.0392,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:24:00,-0.014,8.7703,8.7553,-0.0243,8.7713,51.9292,0.0392,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:25:00,-0.014,8.714,8.7003,-0.0237,8.7147,51.7875,0.0392,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:26:00,-0.0137,8.6587,8.6443,-0.0237,8.6597,51.5958,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:27:00,-0.014,8.6043,8.59,-0.0227,8.605,51.4167,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:28:00,-0.0137,8.5466,8.532,-0.0231,8.5469,51.2286,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:29:00,-0.0137,8.4897,8.475,-0.0233,8.49,51.0458,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:30:00,-0.014,8.437,8.4227,-0.024,8.4373,50.8208,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:31:00,-0.0137,8.3857,8.3703,-0.0237,8.3867,50.6417,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:32:00,-0.0147,8.3347,8.32,-0.0237,8.3347,50.4875,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:33:00,-0.014,8.2847,8.271,-0.023,8.285,50.2792,0.0392,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:34:00,-0.0147,8.2343,8.2213,-0.0237,8.2347,50.0542,0.0392,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:35:00,-0.0143,8.1857,8.172,-0.023,8.1863,49.8458,0.0396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:36:00,-0.0147,8.136,8.1233,-0.023,8.1367,49.6792,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:37:00,0.8313,8.088,6.7283,-0.024,8.0883,49.4458,0.8908,0.8333,0.1667,1.0,0.8333,0.0,1.0,1.0,1.0,0
2020-02-01 02:38:00,9.083,8.828,-0.0197,-0.023,8.8253,49.275,6.0096,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:39:00,5.0523,9.929,5.013,-0.023,9.9263,49.8292,5.1862,0.5,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0
2020-02-01 02:40:00,-0.017,9.9097,9.8987,-0.0237,9.909,52.3167,4.0042,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:41:00,-0.014,9.8097,9.7957,-0.0233,9.8093,53.2042,3.9775,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:42:00,-0.013,9.7347,9.7197,-0.0233,9.7343,52.6583,3.9408,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:43:00,-0.0117,9.6677,9.6517,-0.0227,9.6667,52.3375,3.9483,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:44:00,-0.012,9.603,9.587,-0.0237,9.6033,52.3375,3.9696,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:45:00,-0.012,9.5423,9.526,-0.0237,9.5427,52.4083,3.9758,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:46:00,-0.012,9.4817,9.4663,-0.0233,9.483,52.5875,2.0112,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
2020-02-01 02:47:00,-0.0126,9.4137,9.3983,-0.0229,9.4154,52.9821,0.0404,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
